
=== logging to /workspace/fyp/VADE-evals/logs/Qwen2.5-VL-7B-Instruct/flags/dbm/language/L1_0.001_T0.01-1e-07_flag_ring1_pruned/sweep_layers10-16-20-22.log ===
Loading weights:   0%|          | 0/729 [00:00<?, ?it/s]Loading weights:   4%|3         | 28/729 [00:00<00:02, 255.52it/s]Loading weights:   7%|7         | 54/729 [00:00<00:02, 253.73it/s]Loading weights:  12%|#1        | 87/729 [00:00<00:02, 278.26it/s]Loading weights:  16%|#5        | 115/729 [00:00<00:02, 263.70it/s]Loading weights:  20%|##        | 146/729 [00:00<00:02, 272.06it/s]Loading weights:  24%|##3       | 174/729 [00:00<00:02, 260.23it/s]Loading weights:  29%|##8       | 208/729 [00:00<00:01, 277.37it/s]Loading weights:  32%|###2      | 236/729 [00:00<00:01, 264.78it/s]Loading weights:  37%|###6      | 268/729 [00:01<00:01, 265.35it/s]Loading weights:  40%|####      | 295/729 [00:01<00:01, 264.32it/s]Loading weights:  44%|####4     | 322/729 [00:01<00:01, 265.47it/s]Loading weights:  60%|######    | 441/729 [00:01<00:00, 531.52it/s]Loading weights:  95%|#########4| 689/729 [00:01<00:00, 1098.47it/s]Loading weights: 100%|##########| 729/729 [00:01<00:00, 508.32it/s] 
[layer_sweep] entity=flags attribute=language layers=[10, 16, 20, 22] l1_coef=0.001 positions=flag_ring1 pruned=True -> /workspace/fyp/VADE-evals/results/Qwen2.5-VL-7B-Instruct/flags/dbm/language/L1_0.001_T0.01-1e-07_flag_ring1_pruned
[source_cache] resuming: 84 items already cached at /workspace/fyp/VADE/results/Qwen2.5-VL-7B-Instruct/flags/source_activation_cache/full_image.pt
[source_cache] entity=flags attribute=capital template=capital_prefill_v1: 0 items to cache (of 84)
[source_cache] DONE: 84 items -> /workspace/fyp/VADE/results/Qwen2.5-VL-7B-Instruct/flags/source_activation_cache/full_image.pt

=== layer 10 ===
[dbm/train] entity=flags attribute=language layer=10 l1_coef=0.001 temperature=0.01->1e-07 positions=flag_ring1 rows=30674 cause_only=False randomize_positions=False micro_batch=8 accum=8 (effective batch 64) epochs=1 total optimizer steps=480 (temperature schedule steps=480)
/usr/local/lib/python3.11/dist-packages/pyvene/models/interventions.py:437: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  mask_sigmoid = torch.sigmoid(self.mask / torch.tensor(self.temperature))
[progress] epoch=0 opt_step=1/480 loss=3.2190 ce=3.2190 l1=0.0 temp=9.76e-03 lr=2.08e-05 elapsed=0.1min eta=31.0min
[progress] epoch=0 opt_step=2/480 loss=3.5629 ce=3.5629 l1=0.0 temp=9.53e-03 lr=4.17e-05 elapsed=0.1min eta=28.1min
[progress] epoch=0 opt_step=3/480 loss=4.1512 ce=4.1511 l1=0.1 temp=9.30e-03 lr=6.25e-05 elapsed=0.2min eta=27.1min
[progress] epoch=0 opt_step=4/480 loss=2.1152 ce=2.1150 l1=0.1 temp=9.08e-03 lr=8.33e-05 elapsed=0.2min eta=26.8min
[progress] epoch=0 opt_step=5/480 loss=2.7525 ce=2.7522 l1=0.2 temp=8.87e-03 lr=1.04e-04 elapsed=0.3min eta=26.4min
[progress] epoch=0 opt_step=6/480 loss=3.4486 ce=3.4482 l1=0.4 temp=8.66e-03 lr=1.25e-04 elapsed=0.3min eta=26.4min
[progress] epoch=0 opt_step=7/480 loss=2.6422 ce=2.6416 l1=0.6 temp=8.45e-03 lr=1.46e-04 elapsed=0.4min eta=26.1min
[progress] epoch=0 opt_step=8/480 loss=2.9836 ce=2.9829 l1=0.7 temp=8.25e-03 lr=1.67e-04 elapsed=0.4min eta=25.9min
[progress] epoch=0 opt_step=9/480 loss=3.5727 ce=3.5717 l1=0.9 temp=8.05e-03 lr=1.88e-04 elapsed=0.5min eta=25.7min
[progress] epoch=0 opt_step=10/480 loss=2.7262 ce=2.7250 l1=1.2 temp=7.86e-03 lr=2.08e-04 elapsed=0.5min eta=25.5min
[progress] epoch=0 opt_step=11/480 loss=2.7534 ce=2.7519 l1=1.5 temp=7.68e-03 lr=2.29e-04 elapsed=0.6min eta=25.5min
[progress] epoch=0 opt_step=12/480 loss=3.5665 ce=3.5647 l1=1.8 temp=7.49e-03 lr=2.50e-04 elapsed=0.7min eta=25.4min
[progress] epoch=0 opt_step=13/480 loss=3.4360 ce=3.4340 l1=2.1 temp=7.32e-03 lr=2.71e-04 elapsed=0.7min eta=25.3min
[progress] epoch=0 opt_step=14/480 loss=3.3574 ce=3.3549 l1=2.4 temp=7.14e-03 lr=2.92e-04 elapsed=0.8min eta=25.2min
[progress] epoch=0 opt_step=15/480 loss=2.3098 ce=2.3070 l1=2.8 temp=6.97e-03 lr=3.13e-04 elapsed=0.8min eta=25.1min
[progress] epoch=0 opt_step=16/480 loss=3.4959 ce=3.4927 l1=3.2 temp=6.81e-03 lr=3.33e-04 elapsed=0.9min eta=25.0min
[progress] epoch=0 opt_step=17/480 loss=2.3579 ce=2.3543 l1=3.6 temp=6.65e-03 lr=3.54e-04 elapsed=0.9min eta=25.0min
[progress] epoch=0 opt_step=18/480 loss=3.6171 ce=3.6130 l1=4.1 temp=6.49e-03 lr=3.75e-04 elapsed=1.0min eta=24.8min
[progress] epoch=0 opt_step=19/480 loss=2.9614 ce=2.9568 l1=4.6 temp=6.33e-03 lr=3.96e-04 elapsed=1.0min eta=24.8min
[progress] epoch=0 opt_step=20/480 loss=2.3926 ce=2.3875 l1=5.1 temp=6.18e-03 lr=4.17e-04 elapsed=1.1min eta=24.6min
[progress] epoch=0 opt_step=21/480 loss=2.4185 ce=2.4128 l1=5.7 temp=6.04e-03 lr=4.38e-04 elapsed=1.1min eta=24.6min
[progress] epoch=0 opt_step=22/480 loss=3.1320 ce=3.1258 l1=6.2 temp=5.89e-03 lr=4.58e-04 elapsed=1.2min eta=24.5min
[progress] epoch=0 opt_step=23/480 loss=2.4578 ce=2.4510 l1=6.8 temp=5.75e-03 lr=4.79e-04 elapsed=1.2min eta=24.5min
[progress] epoch=0 opt_step=24/480 loss=3.1719 ce=3.1645 l1=7.4 temp=5.62e-03 lr=5.00e-04 elapsed=1.3min eta=24.4min
[progress] epoch=0 opt_step=25/480 loss=2.6416 ce=2.6336 l1=8.0 temp=5.48e-03 lr=5.21e-04 elapsed=1.3min eta=24.3min
[progress] epoch=0 opt_step=26/480 loss=3.1258 ce=3.1172 l1=8.7 temp=5.35e-03 lr=5.42e-04 elapsed=1.4min eta=24.3min
[progress] epoch=0 opt_step=27/480 loss=2.7637 ce=2.7543 l1=9.3 temp=5.23e-03 lr=5.63e-04 elapsed=1.4min eta=24.2min
[progress] epoch=0 opt_step=28/480 loss=2.9754 ce=2.9654 l1=10.0 temp=5.10e-03 lr=5.83e-04 elapsed=1.5min eta=24.1min
[progress] epoch=0 opt_step=29/480 loss=2.7842 ce=2.7734 l1=10.8 temp=4.98e-03 lr=6.04e-04 elapsed=1.5min eta=24.0min
[progress] epoch=0 opt_step=30/480 loss=2.2010 ce=2.1895 l1=11.6 temp=4.86e-03 lr=6.25e-04 elapsed=1.6min eta=24.0min
[progress] epoch=0 opt_step=31/480 loss=3.0957 ce=3.0835 l1=12.2 temp=4.75e-03 lr=6.46e-04 elapsed=1.7min eta=23.9min
[progress] epoch=0 opt_step=32/480 loss=2.3449 ce=2.3320 l1=12.9 temp=4.63e-03 lr=6.67e-04 elapsed=1.7min eta=23.9min
[progress] epoch=0 opt_step=33/480 loss=2.5826 ce=2.5690 l1=13.6 temp=4.52e-03 lr=6.87e-04 elapsed=1.8min eta=23.9min
[progress] epoch=0 opt_step=34/480 loss=2.2934 ce=2.2792 l1=14.1 temp=4.42e-03 lr=7.08e-04 elapsed=1.8min eta=23.8min
[progress] epoch=0 opt_step=35/480 loss=2.3800 ce=2.3652 l1=14.8 temp=4.31e-03 lr=7.29e-04 elapsed=1.9min eta=23.7min
[progress] epoch=0 opt_step=36/480 loss=2.2484 ce=2.2330 l1=15.4 temp=4.21e-03 lr=7.50e-04 elapsed=1.9min eta=23.7min
[progress] epoch=0 opt_step=37/480 loss=2.7224 ce=2.7064 l1=16.0 temp=4.11e-03 lr=7.71e-04 elapsed=2.0min eta=23.7min
[progress] epoch=0 opt_step=38/480 loss=2.2215 ce=2.2049 l1=16.6 temp=4.01e-03 lr=7.92e-04 elapsed=2.0min eta=23.6min
[progress] epoch=0 opt_step=39/480 loss=2.7833 ce=2.7661 l1=17.1 temp=3.92e-03 lr=8.13e-04 elapsed=2.1min eta=23.5min
[progress] epoch=0 opt_step=40/480 loss=2.4062 ce=2.3885 l1=17.7 temp=3.82e-03 lr=8.33e-04 elapsed=2.1min eta=23.5min
